Compliance_ID,Audit_Date,Company,Department,Plant,Deviation_Type,Severity,Root_Cause,CAPA_Status,Closure_Date,Compliance_Status,Risk_Score,Product,Batch_Number,Auditor,Remarks
CMP00020,2025-11-16,Aurobindo Pharma,R&D,Vizag,Cleaning,Medium,Training Issue,Closed,2025-12-14,Compliant,29,Capsule,BT62227,Anil,Follow SOP
CMP00021,2024-03-12,Dr. Reddy's,QC,Bangalore,SOP,High,Material Issue,Closed,2024-04-06,Compliant,-5,Syrup,BT55309,Anil,Urgent
CMP00022,2025-09-12,GSK,Production,Vizag,Equipment,Critical,Documentation Error,Open,2025-09-29,Non-Compliant,150,Tablet,BT49363,Kiran,Follow SOP
CMP00023,2025-11-13,Cipla,QC,Chennai,Validation,Critical,Training Issue,Closed,2025-11-27,Compliant,150,Capsule,BT66346,Kiran,
CMP00024,2025-11-01,Cipla,Warehouse,Hyderabad,Equipment,Critical,Material Issue,In Progress,2025-11-12,Non-Compliant,12,Injection,BT39444,Priya,Requires Review
CMP00025,2024-01-26,Novartis,QA,Pune,Cleaning,Critical,Equipment Failure,Open,2024-01-28,Compliant,97,Syrup,BT38683,Priya,
CMP00026,2025-04-20,GSK,Packaging,Chennai,Equipment,Medium,Documentation Error,In Progress,2025-04-22,Non-Compliant,150,Capsule,BT72216,Sneha,Follow SOP
CMP00027,2024-09-10,Lupin,R&D,Vizag,Equipment,High,Training Issue,Closed,2024-10-07,Compliant,18,Capsule,BT60205,Priya,Requires Review
CMP00028,2024-03-06,Mylan,Warehouse,Hyderabad,Validation,High,Documentation Error,Closed,2024-03-20,Compliant,150,Syrup,BT64921,Kiran,
CMP00029,2025-09-09,Novartis,QA,Vizag,Cleaning,Critical,Equipment Failure,In Progress,2025-10-08,Compliant,-5,Ointment,BT96900,Ravi,NA
CMP00030,2025-10-20,Novartis,QA,Bangalore,Cleaning,Critical,Training Issue,Open,2025-11-03,Non-Compliant,-5,Ointment,BT16826,Anil,Requires Review
CMP00031,2025-10-27,Cipla,R&D,Pune,Calibration,Low,Human Error,In Progress,2025-10-30,Compliant,-5,Injection,BT58351,Priya,
CMP00032,2025-09-13,Mylan,R&D,Pune,Cleaning,Low,Equipment Failure,Open,2025-10-07,Compliant,-5,Injection,BT99687,Kiran,NA
CMP00033,2025-08-02,Novartis,Production,Pune,Documentation,High,Documentation Error,Closed,,Non-Compliant,91,Syrup,BT33086,Kiran,Follow SOP
CMP00034,2025-09-22,Dr. Reddy's,Packaging,Bangalore,Cleaning,Critical,Equipment Failure,Closed,2025-10-18,Non-Compliant,44,Syrup,BT52600,Priya,Urgent
CMP00035,2024-08-05,Aurobindo Pharma,QC,Hyderabad,SOP,High,Documentation Error,Closed,2024-08-17,Compliant,150,Syrup,BT68743,Ravi,NA
CMP00036,2024-10-28,GSK,Warehouse,Bangalore,Equipment,Medium,Documentation Error,Closed,2024-11-05,Non-Compliant,33,Tablet,BT35242,Anil,NA
CMP00037,2025-07-02,Mylan,R&D,Bangalore,Documentation,Medium,Equipment Failure,Closed,2025-07-27,Compliant,47,Injection,BT11854,Kiran,Requires Review
CMP00038,2024-10-07,Mylan,Production,Bangalore,Cleaning,High,Documentation Error,Closed,2024-10-09,Non-Compliant,24,Injection,BT72616,Ravi,NA
CMP00039,2025-02-14,GSK,Production,Pune,Validation,Low,Material Issue,In Progress,2025-03-02,Compliant,-5,Syrup,BT69049,Sneha,Follow SOP
CMP00040,2025-08-25,Dr. Reddy's,QC,Vizag,SOP,Low,Equipment Failure,In Progress,2025-09-08,Compliant,21,Syrup,BT69048,Kiran,Urgent
CMP00041,2024-10-25,Mylan,QA,Vizag,Cleaning,High,Human Error,In Progress,2024-10-27,Compliant,83,Injection,BT28643,Ravi,NA
CMP00042,2024-06-18,GSK,QC,Pune,Cleaning,High,Human Error,In Progress,2024-07-14,Compliant,-5,Injection,BT89129,Anil,NA
CMP00043,2024-04-03,Abbott,R&D,Chennai,Calibration,Low,Documentation Error,Closed,2024-04-11,Compliant,150,Syrup,BT21959,Sneha,Follow SOP
CMP00044,2025-02-22,GSK,QC,Hyderabad,Cleaning,Low,Human Error,Closed,2025-03-05,Non-Compliant,42,Syrup,BT77449,Ravi,
CMP00045,2025-04-18,Lupin,Production,Chennai,SOP,Medium,Training Issue,Closed,2025-05-02,Non-Compliant,16,Ointment,BT41365,Priya,Follow SOP
CMP00046,2025-07-18,Cipla,Packaging,Pune,Calibration,Critical,Training Issue,In Progress,2025-07-19,Non-Compliant,150,Syrup,BT41946,Sneha,
CMP00047,2024-05-28,GSK,QA,Bangalore,Documentation,Medium,Training Issue,In Progress,2024-06-10,Non-Compliant,-5,Syrup,BT29476,Sneha,
CMP00048,2025-05-10,Aurobindo Pharma,QC,Pune,Documentation,Critical,Training Issue,In Progress,2025-05-22,Non-Compliant,150,Syrup,BT96991,Priya,Urgent
CMP00049,2024-02-07,Cipla,Packaging,Pune,Calibration,High,Equipment Failure,Open,2024-02-12,Non-Compliant,150,Ointment,BT62098,Ravi,Follow SOP
CMP00050,2025-11-21,Mylan,Packaging,Hyderabad,SOP,Critical,Training Issue,Open,2025-12-19,Compliant,56,Tablet,BT68153,Priya,Follow SOP
CMP00051,2024-01-30,Cipla,QC,Vizag,SOP,Low,Human Error,In Progress,2024-02-01,Non-Compliant,-5,Capsule,BT75230,Kiran,Requires Review
CMP00052,2024-08-25,GSK,R&D,Vizag,Documentation,High,Documentation Error,Closed,2024-09-09,Non-Compliant,150,Injection,BT69878,Anil,Requires Review
CMP00053,2025-01-28,Novartis,Warehouse,Bangalore,Documentation,Low,Material Issue,In Progress,2025-02-25,Compliant,-5,Syrup,BT47512,Priya,
CMP00054,2024-12-26,Dr. Reddy's,R&D,Hyderabad,Equipment,Medium,Documentation Error,Open,2025-01-03,Non-Compliant,94,Tablet,BT48680,Anil,Urgent
CMP00055,2024-06-28,Abbott,QA,Bangalore,Calibration,High,Training Issue,Open,2024-07-05,Non-Compliant,10,Capsule,BT98647,Sneha,
CMP00056,2025-01-09,Novartis,Warehouse,Bangalore,Documentation,Low,Equipment Failure,Closed,2025-01-12,Compliant,-5,Injection,BT89964,Priya,NA
CMP00057,2025-10-12,Dr. Reddy's,Warehouse,Hyderabad,SOP,High,Material Issue,Open,2025-11-08,Non-Compliant,150,Ointment,BT64935,Kiran,Requires Review
CMP00058,2025-02-28,Abbott,Production,Vizag,Equipment,Critical,Human Error,In Progress,2025-03-21,Non-Compliant,-5,Injection,BT17936,Sneha,Follow SOP
CMP00059,2024-07-13,Aurobindo Pharma,Warehouse,Vizag,Validation,Low,Equipment Failure,Open,2024-07-17,Compliant,76,Capsule,BT53064,Priya,
CMP00060,2024-01-03,Pfizer,QA,Vizag,Validation,Medium,Training Issue,Open,2024-01-12,Compliant,34,Capsule,BT65176,Kiran,NA
CMP00061,2024-03-06,GSK,Warehouse,Bangalore,Cleaning,High,Human Error,Open,2024-03-22,Non-Compliant,150,Tablet,BT74260,Sneha,NA
CMP00062,2024-03-23,Mylan,Packaging,Chennai,Equipment,Medium,Documentation Error,In Progress,2024-04-03,Non-Compliant,-5,Tablet,BT95814,Kiran,Requires Review
CMP00063,2025-03-16,Lupin,QA,Bangalore,SOP,Critical,Documentation Error,Open,2025-03-31,Compliant,11,Syrup,BT22656,Anil,Requires Review
CMP00064,2025-07-23,Sun Pharma,Packaging,Bangalore,Validation,High,Training Issue,Closed,2025-07-25,Compliant,-5,Capsule,BT30280,Sneha,Requires Review
CMP00065,2024-04-20,Mylan,Packaging,Chennai,Calibration,High,Material Issue,Open,2024-05-02,Non-Compliant,4,Injection,BT50499,Anil,Follow SOP
CMP00066,2024-01-07,Novartis,QA,Pune,Cleaning,Critical,Training Issue,Open,2024-01-13,Non-Compliant,-5,Injection,BT84395,Kiran,NA
CMP00067,2024-02-23,Lupin,QA,Vizag,Validation,Low,Human Error,Closed,2024-02-28,Non-Compliant,150,Ointment,BT73783,Kiran,Follow SOP
CMP00068,2024-02-16,Pfizer, production ,Hyderabad,Documentation,Low,Documentation Error,In Progress,2024-02-24,Non-Compliant,23,Syrup,BT79806,Priya,
CMP00069,2025-07-26,Pfizer,R&D,Chennai,Cleaning,critical,Material Issue,Closed,2025-08-22,Non-Compliant,38,Syrup,BT12733,Anil,Requires Review
CMP00070,2025-09-24,Novartis,R&D,Bangalore,Calibration,High,Training Issue,Open,2025-10-09,Non-Compliant,100,Tablet,BT76910,Ravi,
CMP00071,2025-06-06,Aurobindo Pharma,QC,Vizag,Validation,High,Equipment Failure,In Progress,2025-06-13,Compliant,-5,Syrup,BT70811,Kiran,
CMP00072,2025-04-04,Lupin,Packaging,Bangalore,Validation,High,Human Error,Closed,2025-04-26,Compliant,150,Syrup,BT14929,Ravi,Follow SOP
CMP00073,2024-10-20,Sun Pharma,R&D,Pune,Validation,Low,Equipment Failure,Closed,2024-10-23,Non-Compliant,65,Tablet,BT69050,Ravi,Follow SOP
CMP00074,2024-03-27,Pfizer,R&D,Bangalore,Equipment,Medium,Documentation Error,Closed,2024-04-13,Non-Compliant,-5,Tablet,BT92691,Anil,NA
CMP00075,2024-12-03,Pfizer,Packaging,Hyderabad,Validation,Critical,Equipment Failure,Closed,2024-12-07,Non-Compliant,-5,Syrup,BT26901,Kiran,NA
CMP00076,2024-11-13,GSK,Warehouse,Hyderabad,Calibration,High,Documentation Error,In Progress,2024-12-01,Non-Compliant,150,Injection,BT33627,Priya,Follow SOP
CMP00077,2025-05-12,GSK,QA,Hyderabad,Calibration,Medium,Training Issue,In Progress,2025-05-19,Compliant,150,Capsule,BT31266,Priya,
CMP00078,2024-06-18,Abbott,Warehouse,Vizag,Validation,Low,Equipment Failure,Closed,2024-07-12,Non-Compliant,150,Ointment,BT67749,Sneha,Follow SOP
CMP00079,2025-01-26,Abbott,Packaging,Bangalore,Validation,Critical,Human Error,In Progress,2025-02-12,Compliant,37,Capsule,BT45755,Sneha,
CMP00080,2024-05-30,Sun Pharma,Warehouse,Pune,Validation,Low,Training Issue,Open,,Non-Compliant,150,Capsule,BT13694,Anil,NA
CMP00081,2025-10-27,Abbott,QA,Pune,Validation,Medium,Human Error,Open,2025-11-07,Compliant,33,Capsule,BT81932,Kiran,
CMP00082,2025-03-09,Dr. Reddy's,QC,Pune,Validation,Medium,Material Issue,Open,2025-03-13,Compliant,92,Injection,BT66261,Ravi,
CMP00083,2024-12-27,GSK,Packaging,Chennai,Validation,Critical,Material Issue,Open,2025-01-04,Non-Compliant,61,Syrup,BT58929,Anil,NA
CMP00084,2024-12-31,Cipla,Production,Hyderabad,Equipment,High,Material Issue,Closed,2025-01-26,Compliant,-5,Syrup,BT72722,Priya,Requires Review
CMP00085,2024-03-05,GSK,Warehouse,Pune,Validation,Low,Documentation Error,Closed,2024-03-28,Compliant,-5,Capsule,BT47501,Anil,NA
CMP00086,2025-11-02,Pfizer,QC,Vizag,Cleaning,Low,Documentation Error,Closed,2025-11-13,Non-Compliant,-5,Syrup,BT20345,Sneha,
CMP00087,2024-07-03,Cipla,QC,Pune,Equipment,High,Documentation Error,Open,2024-07-21,Non-Compliant,150,Injection,BT93816,Ravi,NA
CMP00088,2025-11-18,Abbott,Warehouse,Hyderabad,SOP,High,Human Error,Open,2025-12-09,Non-Compliant,150,Ointment,BT14244,Kiran,Requires Review
CMP00089,2025-11-26,Lupin,QC,Vizag,Documentation,High,Human Error,In Progress,2025-12-11,Compliant,-5,Syrup,BT83619,Ravi,Follow SOP
CMP00090,2024-09-23,Dr. Reddy's,Warehouse,Pune,SOP,Medium,Documentation Error,Open,2024-10-16,Non-Compliant,150,Tablet,BT82089,Kiran,Follow SOP
CMP00091,2024-11-03,Abbott,QA,Hyderabad,Equipment,Medium,Material Issue,In Progress,2024-12-01,Non-Compliant,-5,Capsule,BT90209,Ravi,NA
CMP00092,2024-11-12,Dr. Reddy's,R&D,Pune,Cleaning,Critical,Material Issue,Closed,2024-11-25,Compliant,-5,Ointment,BT33850,Priya,Urgent
CMP00093,2025-05-29,GSK,Production,Bangalore,Documentation,Low,Training Issue,Open,2025-06-28,Non-Compliant,-5,Injection,BT90534,Kiran,NA
CMP00094,2025-05-29,Sun Pharma,QA,Hyderabad,Documentation,Medium,Human Error,In Progress,2025-06-19,Non-Compliant,84,Ointment,BT64602,Kiran,NA
CMP00095,2025-05-24,Abbott,R&D,Hyderabad,Calibration,High,Human Error,Open,2025-06-22,Non-Compliant,150,Syrup,BT36741,Anil,
CMP00096,2024-05-27,GSK,R&D,Hyderabad,Equipment,High,Equipment Failure,Closed,2024-06-07,Compliant,150,Capsule,BT28465,Ravi,NA
CMP00097,2024-10-24,Pfizer,Packaging,Vizag,SOP,Critical,Documentation Error,In Progress,2024-11-06,Non-Compliant,150,Syrup,BT13037,Ravi,Urgent
CMP00098,2025-06-01,Abbott,QA,Bangalore,Validation,Medium,Human Error,Open,2025-06-16,Non-Compliant,150,Injection,BT62855,Anil,NA
CMP00099,2025-02-14,Mylan,Packaging,Chennai,Documentation,Medium,Equipment Failure,Open,2025-02-16,Non-Compliant,150,Ointment,BT57920,Priya,Requires Review
CMP00100,2025-09-08,Mylan,Warehouse,Chennai,SOP,Low,Training Issue,In Progress,2025-09-25,Non-Compliant,150,Ointment,BT49221,Kiran,Follow SOP
CMP00101,2025-06-03,Novartis,Packaging,Chennai,Equipment,Critical,Human Error,In Progress,2025-06-30,Non-Compliant,-5,Ointment,BT85711,Priya,NA
CMP00102,2025-08-20,Sun Pharma,QA,Pune,Equipment,Critical,Documentation Error,Open,2025-09-05,Non-Compliant,89,Syrup,BT75774,Kiran,Urgent
CMP00103,2024-03-04,Abbott,QA,Chennai,Equipment,Medium,Material Issue,Closed,2024-03-27,Non-Compliant,150,Capsule,BT42311,Anil,
CMP00104,2024-11-01,Lupin,QC,Bangalore,Documentation,High,Material Issue,In Progress,2024-11-09,Non-Compliant,150,Capsule,BT48070,Ravi,Follow SOP
CMP00105,2024-03-21,Lupin,Warehouse,Vizag,Documentation,High,Material Issue,In Progress,2024-04-02,Compliant,32,Ointment,BT39579,Priya,NA
CMP00106,2024-04-12,Novartis,QC,Pune,Cleaning,Hgh,Equipment Failure,Closed,2024-04-26,Non-Compliant,-5,Tablet,BT21725,Kiran,Requires Review
CMP00107,2025-07-01,Novartis,R&D,Pune,SOP,Low,Training Issue,Open,2025-07-25,Compliant,-5,Ointment,BT24064,Anil,Follow SOP
CMP00108,2025-04-10,Pfizer,Packaging,Vizag,Calibration,Critical,Documentation Error,In Progress,2025-05-01,Non-Compliant,92,Tablet,BT54185,Anil,
CMP00109,2025-11-21,Novartis,QA,Hyderabad,SOP,Medium,Equipment Failure,Closed,2025-12-16,Non-Compliant,32,Injection,BT60275,Priya,Urgent
CMP00110,2024-09-30,Cipla,QC,Pune,Calibration,Low,Material Issue,In Progress,2024-10-11,Non-Compliant,89,Injection,BT58174,Kiran,Requires Review
CMP00111,2024-08-12,GSK,Warehouse,Vizag,SOP,Medium,Material Issue,Open,2024-08-17,Non-Compliant,-5,Injection,BT20237,Kiran,NA
CMP00112,2024-03-04,Aurobindo Pharma,Packaging,Chennai,Cleaning,Medium,Human Error,In Progress,2024-03-31,Non-Compliant,150,Capsule,BT77272,Sneha,Urgent
CMP00113,2025-07-31,Aurobindo Pharma,Packaging,Chennai,Documentation,Critical,Human Error,Closed,,Non-Compliant,90,Ointment,BT17897,Ravi,Urgent
CMP00114,2024-02-02,Novartis,Warehouse,Pune,Cleaning,Medium,Documentation Error,Open,2024-02-12,Compliant,150,Tablet,BT33392,Kiran,Urgent
CMP00115,2025-06-25,Novartis,R&D,Chennai,Cleaning,Medium,Equipment Failure,Open,2025-06-30,Non-Compliant,45,Injection,BT34704,Ravi,NA
CMP00116,2025-11-07,Sun Pharma,Packaging,Vizag,Calibration,Low,Human Error,Closed,2025-11-21,Non-Compliant,-5,Capsule,BT17398,Priya,
CMP00117,2024-10-23,GSK,R&D,Vizag,Cleaning,High,Training Issue,Closed,2024-10-31,Compliant,-5,Capsule,BT92050,Sneha,
CMP00118,2025-05-22,GSK,QC,Pune,SOP,Critical,Equipment Failure,Closed,2025-05-24,Compliant,60,Ointment,BT64090,Sneha,
CMP00119,2025-06-26,GSK,Warehouse,Vizag,Documentation,Medium,Training Issue,Closed,2025-07-01,Compliant,10,Ointment,BT98008,Kiran,Requires Review
CMP00120,2025-05-05,Abbott,Prodction,Vizag,Calibration,High,Material Issue,In Progress,2025-05-12,Compliant,51,Ointment,BT52154,Anil,Urgent
CMP00121,2025-04-22,Abbott,R&D,Bangalore,SOP,High,Training Issue,Closed,2025-05-10,Non-Compliant,-5,Capsule,BT29126,Ravi,Follow SOP
CMP00122,2025-07-20,GSK,Packaging,Bangalore,Equipment,Critical,Documentation Error,In Progress,2025-08-19,Non-Compliant,59,Injection,BT32185,Priya,
CMP00123,2025-05-15,Sun Pharma,Packaging,Pune,SOP,Low,Equipment Failure,Open,2025-05-21,Compliant,2,Ointment,BT69770,Anil,NA
CMP00124,2025-09-24,Lupin,Prodction,Chennai,Equipment,Critical,Human Error,In Progress,,Non-Compliant,23,Tablet,BT78732,Priya,Requires Review
CMP00125,2024-07-15,Mylan,Packaging,Vizag,Calibration,High,Equipment Failure,Closed,2024-08-04,Compliant,-5,Tablet,BT22255,Sneha,Urgent
CMP00126,2025-01-21,Pfizer,Warehouse,Chennai,Documentation,Low,Material Issue,Open,2025-02-08,Compliant,-5,Ointment,BT72324,Anil,NA
CMP00127,2024-03-17,Novartis,QC,Hyderabad,Equipment,Hgh,Equipment Failure,In Progress,2024-04-08,Compliant,150,Ointment,BT53480,Sneha,Requires Review
CMP00128,2025-12-06,Mylan,Production,Pune,Equipment,High,Human Error,In Progress,2025-12-30,Non-Compliant,150,Capsule,BT56636,Kiran,Urgent
CMP00129,2025-03-18,Cipla,R&D,Pune,Calibration,Critical,Equipment Failure,In Progress,2025-03-24,Non-Compliant,150,Tablet,BT21995,Ravi,Follow SOP
CMP00130,2025-03-31,Sun Pharma,QC,Hyderabad,Equipment,Low,Material Issue,Open,2025-04-12,Non-Compliant,50,Injection,BT64238,Sneha,NA
CMP00131,2025-07-26,Cipla,QA,Pune,Equipment,Medium,Documentation Error,Closed,2025-08-24,Non-Compliant,150,Injection,BT42321,Sneha,
CMP00132,2025-09-23,Pfizer,Prodction,Pune,Equipment,Low,Documentation Error,In Progress,2025-09-30,Compliant,150,Ointment,BT36326,Sneha,Follow SOP
CMP00133,2024-06-30,Lupin,QC,Pune,Equipment,High,Human Error,In Progress,2024-07-13,Compliant,-5,Capsule,BT99353,Kiran,NA
CMP00134,2025-04-17,Abbott,QA,Vizag,Calibration,Critical,Training Issue,Open,2025-05-10,Non-Compliant,85,Syrup,BT59412,Ravi,Urgent
CMP00135,2025-09-04,Pfizer,Packaging,Chennai,Validation,Critical,Human Error,Open,2025-09-20,Compliant,-5,Injection,BT31802,Kiran,NA
CMP00136,2025-07-30,Aurobindo Pharma,R&D,Chennai,Calibration,Critical,Material Issue,In Progress,2025-08-20,Compliant,150,Syrup,BT70694,Kiran,
CMP00137,2024-06-03,Cipla,Production,Bangalore,Equipment,Critical,Training Issue,Closed,2024-06-15,Compliant,150,Injection,BT72411,Ravi,Urgent
CMP00138,2025-12-14,Cipla,QC,Vizag,Validation,Low,Equipment Failure,In Progress,2025-12-29,Compliant,-5,Syrup,BT70562,Priya,Urgent
CMP00139,2025-10-06,Sun Pharma,QA,Vizag,SOP,Critical,Training Issue,In Progress,2025-10-12,Compliant,74,Ointment,BT34505,Anil,Follow SOP
CMP00140,2024-07-20,Novartis,Production,Chennai,Documentation,High,Training Issue,Closed,2024-08-04,Non-Compliant,80,Injection,BT90541,Kiran,NA
CMP00141,2025-11-19,Mylan,QC,Vizag,Validation,Low,Documentation Error,Closed,2025-11-24,Compliant,-5,Ointment,BT94575,Priya,
CMP00142,2024-06-19,Abbott,QC,Vizag,SOP,Medium,Documentation Error,In Progress,2024-07-05,Non-Compliant,-5,Syrup,BT64477,Sneha,Urgent
CMP00143,2024-06-20,Abbott,Packaging,Chennai,Calibration,Low,Documentation Error,In Progress,2024-06-23,Compliant,74,Injection,BT81186,Anil,
CMP00144,2024-02-12,Lupin,R&D,Hyderabad,Cleaning,Critical,Training Issue,Closed,2024-03-08,Compliant,57,Capsule,BT37509,Kiran,Follow SOP
CMP00145,2025-12-28,Pfizer,R&D,Chennai,Equipment,Critical,Material Issue,In Progress,2026-01-17,Compliant,-5,Injection,BT47923,Kiran,Follow SOP
CMP00146,2025-06-10,Cipla,R&D,Vizag,SOP,Low,Equipment Failure,In Progress,2025-07-09,Non-Compliant,-5,Syrup,BT74154,Priya,
CMP00147,2025-10-09,Lupin,R&D,Bangalore,Cleaning,Critical,Documentation Error,Closed,2025-10-18,Compliant,-5,Tablet,BT70089,Anil,NA
CMP00148,2025-07-01,Cipla,QA,Chennai,Cleaning,Critical,Training Issue,In Progress,2025-07-14,Compliant,6,Syrup,BT12134,Ravi,Requires Review
CMP00149,2025-03-27,Lupin,Production,Hyderabad,Calibration,Critical,Training Issue,Closed,2025-04-11,Compliant,-5,Capsule,BT16787,Sneha,Follow SOP
CMP00150,2025-12-17,Aurobindo Pharma,QA,Chennai,Calibration,Hgh,Documentation Error,Open,2026-01-11,Compliant,150,Tablet,BT65353,Priya,Urgent
CMP00151,2024-03-13,Cipla,Warehouse,Vizag,Documentation,Low,Material Issue,In Progress,2024-03-21,Compliant,-5,Capsule,BT67684,Anil,Requires Review
CMP00152,2025-10-05,Dr. Reddy's,QA,Chennai,Calibration,Critical,Documentation Error,Closed,2025-10-29,Non-Compliant,41,Capsule,BT46302,Ravi,Requires Review
CMP00153,2025-07-20,GSK,Packaging,Chennai,Validation,High,Equipment Failure,In Progress,2025-08-09,Non-Compliant,-5,Tablet,BT41370,Sneha,Urgent
CMP00154,2024-04-25,Mylan,Warehouse,Pune,Equipment,Low,Material Issue,In Progress,2024-05-03,Compliant,150,Tablet,BT12187,Kiran,NA
CMP00155,2024-01-15,Novartis,QA,Pune,Calibration,Low,Documentation Error,Open,2024-01-24,Compliant,36,Injection,BT20357,Kiran,Requires Review
CMP00156,2024-06-08,Novartis,QC,Vizag,Documentation,Critical,Equipment Failure,Open,2024-06-26,Non-Compliant,150,Ointment,BT89800,Ravi,Follow SOP
CMP00157,2025-11-13,GSK,R&D,Chennai,Calibration,Medium,Training Issue,Open,2025-12-07,Non-Compliant,-5,Injection,BT25473,Ravi,Follow SOP
CMP00158,2025-03-15,Sun Pharma,Packaging,Pune,Validation,Low,Equipment Failure,Closed,2025-03-24,Compliant,33,Ointment,BT98358,Ravi,Requires Review
CMP00159,2025-06-05,Sun Pharma,Production,Chennai,Calibration,Low,Documentation Error,Open,2025-06-06,Non-Compliant,150,Injection,BT45554,Ravi,
CMP00160,2025-01-16,Abbott,Packaging,Bangalore,Equipment,Low,Training Issue,Open,2025-01-20,Non-Compliant,150,Capsule,BT48219,Kiran,Follow SOP
CMP00161,2025-09-29,Aurobindo Pharma,Warehouse,Vizag,Documentation,High,Documentation Error,Open,2025-10-07,Compliant,150,Tablet,BT53911,Ravi,Urgent
CMP00162,2024-11-10,Sun Pharma,QA,Vizag,Validation,Medium,Documentation Error,In Progress,2024-11-14,Non-Compliant,-5,Tablet,BT86122,Ravi,
CMP00163,2024-05-16,Pfizer,Warehouse,Pune,Calibration,Low,Training Issue,Closed,2024-06-06,Non-Compliant,35,Tablet,BT36569,Priya,
CMP00164,2024-04-21,Abbott,Production,Bangalore,Cleaning,Medium,Training Issue,Open,2024-04-26,Compliant,-5,Injection,BT89076,Ravi,Requires Review
CMP00165,2024-12-01,Cipla,Production,Hyderabad,Cleaning,Medium,Documentation Error,In Progress,2024-12-06,Compliant,150,Tablet,BT28322,Ravi,NA
CMP00166,2024-03-04,Mylan,QA,Bangalore,Documentation,Medium,Human Error,Open,2024-03-31,Compliant,150,Capsule,BT22055,Anil,NA
CMP00167,2024-02-13,Novartis,Production,Vizag,Equipment,Medium,Equipment Failure,Open,2024-02-28,Non-Compliant,150,Capsule,BT14541,Kiran,
CMP00168,2025-09-23,Novartis,R&D,Vizag,Calibration,High,Material Issue,Open,2025-10-01,Compliant,-5,Injection,BT72873,Kiran,Urgent
CMP00169,2024-12-18,Lupin,Packaging,Hyderabad,Cleaning,High,Material Issue,Closed,2025-01-17,Compliant,21,Capsule,BT96096,Priya,Follow SOP
